date,year,month,day,importer_en,product_type_en,country_origin_en,country_export_en,importer_ko,product_name,product_en,product_type_ko,exporter_en,expiry_date,country_origin_ko,country_export_ko,importer,notes
2024-03-27,2024,3,27,MyungGa (Mr.Lee in Daegu),Deer velvet (dried),New Zealand,New Zealand,명가녹용 주식회사,녹용,DRIED RED DEER VELVET ANTLER(WHOLE),녹용(건조),STREAMLANDS EXPORTS NZ LTD,,뉴질랜드,뉴질랜드,명가녹용 주식회사,
2024-03-26,2024,3,26,Yujin Trade,Deer velvet (dried),New Zealand,China,유진통상,건조녹용,DRIED REDDEER VELVER ANTLER,녹용(건조),DALIAN HENGLU DEER INDUSTRY CO LTD,,뉴질랜드,중국,유진통상,
2024-03-26,2024,3,26,KNC Deertrade,Deer velvet (frozen),New Zealand,New Zealand,(주)케이앤씨디어트레이드,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,생녹용(냉동),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,(주)케이앤씨디어트레이드,
2024-03-12,2024,3,12,YW International,Deer velvet (frozen),New Zealand,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),생녹용(냉동),TASMAN VELVETPROCESSORS LTD,,뉴질랜드,뉴질랜드,와이더블유 인터내셔날,
2024-02-27,2024,2,27,Yujin Trade,Deer velvet (dried),Russia,Russia,유진통상,건조녹용,DEER HORN,녹용(건조),WONALTAY INTERNATIONAL,2024-02-05 ~,러시아,러시아,유진통상,
2024-02-22,2024,2,22,OnBio,Deer velvet (frozen),New Zealand,New Zealand,온바이오,생녹용,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),YIK LUNG TONG(NZ) INTERNAIONAL LIMITED,,뉴질랜드,뉴질랜드,온바이오,
2024-02-21,2024,2,21,YW International,Deer velvet (frozen),New Zealand,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),생녹용(냉동),STREAMLANDS EXPORTS NZ LTD,,뉴질랜드,뉴질랜드,와이더블유 인터내셔날,
2024-02-15,2024,2,15,Chunho N Care,Deer velvet (dried),New Zealand,New Zealand,(주)천호엔케어,녹용,DEER HORN,녹용(건조),STREAMLANDS EXPORTS NZ LTD,2024-01-25 ~,뉴질랜드,뉴질랜드,(주)천호엔케어,
2024-02-15,2024,2,15,WooSung (Mr Bang),Deer velvet (dried),New Zealand,China,(주)우성생약,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),DALIAN F.T.Z. JUN FENG INTERNATIONAL  INDUSTRTAL TRADE CO LTD,2024-01-22 ~,뉴질랜드,중국,(주)우성생약,
2024-02-14,2024,2,14,Onnuri Bio,Deer velvet (frozen),New Zealand,New Zealand,(주)온누리바이오생약,생녹용(냉동),FROZEN DEER HORN,생녹용(냉동),STREAMLANDS EXPORTS NZ LTD,2024-01-31 ~,뉴질랜드,뉴질랜드,(주)온누리바이오생약,
2024-02-14,2024,2,14,HwaYong Pharm.,Deer velvet (frozen),New Zealand,New Zealand,화용제약,생녹용(냉동),FROZEN DEER HORN,생녹용(냉동),STREAMLANDS EXPORTS NZ LTD,2024-01-31 ~,뉴질랜드,뉴질랜드,화용제약,
2024-02-07,2024,2,7,YW International,Deer velvet (frozen),New Zealand,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),생녹용(냉동),STREAMLANDS EXPORTS NZ LTD,,뉴질랜드,뉴질랜드,와이더블유 인터내셔날,
2024-02-07,2024,2,7,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2024-02-07,2024,2,7,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2024-02-07,2024,2,7,KNC Deertrade,Deer velvet (frozen),New Zealand,New Zealand,(주)케이앤씨디어트레이드,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,생녹용(냉동),ROKLAND CORPORATION LIMITED,,뉴질랜드,뉴질랜드,(주)케이앤씨디어트레이드,
2024-01-31,2024,1,31,YW International,Deer velvet (frozen),New Zealand,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),생녹용(냉동),TASMAN VELVETPROCESSORS LTD,,뉴질랜드,뉴질랜드,와이더블유 인터내셔날,
2024-01-31,2024,1,31,Yuhan Care,Deer velvet (frozen),New Zealand,New Zealand,주식회사 유한건강생활,녹용,FROZEN WHOLE STICK VELVET,녹용(냉동),ALPINE DEER NZLP,2024-01-15 ~,뉴질랜드,뉴질랜드,주식회사 유한건강생활,
2024-01-23,2024,1,23,KNC Deertrade,Deer velvet (frozen),New Zealand,New Zealand,(주)케이앤씨디어트레이드,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,생녹용(냉동),TSENGS ENTERPRISES (N.Z.) LIMITED,2024-01-08 ~,뉴질랜드,뉴질랜드,(주)케이앤씨디어트레이드,
2024-01-19,2024,1,19,Geonhyang Pharm.,Deer velvet (dried),Russia,Hong Kong,건향제약주식회사,건조녹용,DEER HORN,녹용(건조),SHUN SHING INTERNATIONAL DEVELOPMENT COMPANY,2023-12-30 ~,러시아,홍콩,건향제약주식회사,
2024-01-19,2024,1,19,Hans Pharm Inc,Deer velvet (dried),China,China,한스약품주식회사,건조녹용,DRIED REDDEER VELVET ANTLER(WHOLE),녹용(건조),DALIAN FTZ JINGHUI DEER PRODUCTS CO LTD,,중국,중국,한스약품주식회사,
2023-12-28,2023,12,28,HwaYong Pharm.,Deer velvet (frozen),New Zealand,New Zealand,화용제약,생녹용(냉동),FROZEN DEER HORN,생녹용(냉동),CK IMPORT EXPORT CO.(NZ) LTD,2023-12-15 ~,뉴질랜드,뉴질랜드,화용제약,
2023-12-19,2023,12,19,KNC Deertrade,Deer velvet (frozen),New Zealand,New Zealand,(주)케이앤씨디어트레이드,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,생녹용(냉동),ROKLAND CORPORATION LIMITED,,뉴질랜드,뉴질랜드,(주)케이앤씨디어트레이드,
2023-12-12,2023,12,12,Geonhyang Pharm.,Deer velvet (dried),Russia,Russia,건향제약주식회사,건조녹용,DEER HORN,녹용(건조),WONALTAY INTERNATIONAL,,러시아,러시아,건향제약주식회사,
2023-12-11,2023,12,11,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-12-06,2023,12,6,Hyangna Bio,Deer velvet (dried),New Zealand,Hong Kong,향나바이오 주식회사,녹용,DEER HORN,녹용(건조),ANZ FOOD TRADING CO,2023-11-10 ~,뉴질랜드,홍콩,향나바이오 주식회사,
2023-11-29,2023,11,29,KNC Deertrade,Deer velvet (dried),New Zealand,Hong Kong,(주)케이앤씨디어트레이드,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),ANZ FOOD TRADING CO,2023-11-02 ~,뉴질랜드,홍콩,(주)케이앤씨디어트레이드,
2023-11-28,2023,11,28,HwaYong Pharm.,Deer velvet (dried),New Zealand,China,화용제약,녹용,DEER HORN,녹용(건조),"DALIAN F.T.Z MINGWEI INDUTRY TRADE CO.,LTD",2023-11-01 ~,뉴질랜드,중국,화용제약,
2023-11-23,2023,11,23,Onnuri Bio,Deer velvet (dried),New Zealand,China,(주)온누리바이오생약,녹용,DEER HORN,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",2023-10-24 ~,뉴질랜드,중국,(주)온누리바이오생약,
2023-11-20,2023,11,20,YW International,Deer velvet (frozen),New Zealand,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),생녹용(냉동),TASMAN VELVETPROCESSORS LTD,,뉴질랜드,뉴질랜드,와이더블유 인터내셔날,
2023-11-20,2023,11,20,OnBio,Deer velvet (dried),New Zealand,China,온바이오,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),DALIAN SHENG EN DEER PRODUCTS CO LTD,2023-10-16 ~,뉴질랜드,중국,온바이오,
2023-11-09,2023,11,9,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,2023-10-10 ~,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-10-30,2023,10,30,Hans Pharm Inc,Deer velvet (dried),China,China,한스약품주식회사,건조녹용,DRIED REDDEER VELVET ANTLER(WHOLE),녹용(건조),DALIAN FTZ JINGHUI DEER PRODUCTS CO LTD,,중국,중국,한스약품주식회사,
2023-10-30,2023,10,30,Million Trade,Deer velvet (dried),Russia,Russia,밀리언 무역,건조녹용,DEER HORN,녹용(건조),WONALTAY INTERNATIONAL,,러시아,러시아,밀리언 무역,
2023-10-12,2023,10,12,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-10-12,2023,10,12,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,2023-09-11 ~,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-10-05,2023,10,5,Eryong Pharm.,Deer velvet (dried),New Zealand,China,주식회사 이룡제약,녹용,DEER HORN,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",2023-08-28 ~,뉴질랜드,중국,주식회사 이룡제약,
2023-10-05,2023,10,5,KNC Deertrade,Deer velvet (frozen),New Zealand,New Zealand,(주)케이앤씨디어트레이드,생녹용,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),UB BIO LIMITED,2023-08-23 ~,뉴질랜드,뉴질랜드,(주)케이앤씨디어트레이드,
2023-09-05,2023,9,5,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-09-05,2023,9,5,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,2023-08-09 ~,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-08-29,2023,8,29,YW International,Deer velvet (frozen),New Zealand,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),생녹용(냉동),TASMAN VELVETPROCESSORS LTD,,뉴질랜드,뉴질랜드,와이더블유 인터내셔날,
2023-08-14,2023,8,14,Bibong Herb,Deer velvet (dried),New Zealand,New Zealand,주식회사 비봉허브,녹용,DEER HORN,녹용(건조),PROVELCO CO OPERATIVE LTD,2023-07-28 ~,뉴질랜드,뉴질랜드,주식회사 비봉허브,
2023-08-14,2023,8,14,Daeho Pharm.,Deer velvet (dried),New Zealand,China,대호제약주식회사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",2023-07-21 ~,뉴질랜드,중국,대호제약주식회사,
2023-08-14,2023,8,14,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,2023-07-13 ~,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-08-02,2023,8,2,Bibong Herb,Deer velvet (dried),New Zealand,New Zealand,주식회사 비봉허브,녹용,DEER HORN,녹용(건조),STREAMLANDS EXPORTS NZ LTD,2023-07-10 ~,뉴질랜드,뉴질랜드,주식회사 비봉허브,
2023-07-25,2023,7,25,YW International,Deer velvet (frozen),New Zealand,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),생녹용(냉동),TASMAN VELVETPROCESSORS LTD,,뉴질랜드,뉴질랜드,와이더블유 인터내셔날,
2023-07-25,2023,7,25,HwaYong Pharm.,Deer velvet (dried),New Zealand,China,화용제약,녹용,DEER HORN,녹용(건조),"TIELING AOLU TRADE CO.,LTD",2023-07-04 ~,뉴질랜드,중국,화용제약,
2023-07-25,2023,7,25,CheonJi Bio,Deer velvet (dried),New Zealand,China,천지담은 바이오,녹용,DEER HORN,녹용(건조),"TIELING AOLU TRADE CO.,LTD",2023-07-03 ~,뉴질랜드,중국,천지담은 바이오,
2023-07-25,2023,7,25,Hyangna Bio,Deer velvet (dried),New Zealand,China,향나바이오 주식회사,녹용,DEER HORN,녹용(건조),"TIELING AOLU TRADE CO.,LTD",2023-07-03 ~,뉴질랜드,중국,향나바이오 주식회사,
2023-07-25,2023,7,25,KNC Deertrade,Deer velvet (dried),New Zealand,China,(주)케이앤씨디어트레이드,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),TIELING HUANGJIA YIPIN FOODS CO LTD,2023-06-28 ~,뉴질랜드,중국,(주)케이앤씨디어트레이드,
2023-07-25,2023,7,25,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,2023-06-09 ~,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-07-25,2023,7,25,YW International,Deer velvet (frozen),New Zealand,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET (WHOLE),생녹용(냉동),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,와이더블유 인터내셔날,
2023-07-14,2023,7,14,KNC Deertrade,Deer velvet (dried),New Zealand,China,(주)케이앤씨디어트레이드,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",2023-06-18 ~,뉴질랜드,중국,(주)케이앤씨디어트레이드,
2023-07-12,2023,7,12,Eryong Pharm.,Deer velvet (dried),New Zealand,Hong Kong,주식회사 이룡제약,녹용,DEER HORN,녹용(건조),ANZ FOOD TRADING CO,2023-06-29 ~,뉴질랜드,홍콩,주식회사 이룡제약,
2023-07-11,2023,7,11,HwaYong Pharm.,Deer velvet (frozen),New Zealand,New Zealand,화용제약,생녹용(냉동),FROZEN DEER HORN,생녹용(냉동),CK IMPORT EXPORT CO.(NZ) LTD,2023-07-04 ~,뉴질랜드,뉴질랜드,화용제약,
2023-07-03,2023,7,3,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-06-28,2023,6,28,KGC,Deer velvet (frozen),New Zealand,New Zealand,(주)한국인삼공사,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,생녹용(냉동),ROKLAND CORPORATION LTD,,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-06-07,2023,6,7,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,2023-05-12 ~,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-06-02,2023,6,2,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-06-02,2023,6,2,WooSung (Mr Bang),Deer velvet (dried),New Zealand,China,(주)우성생약,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),"XIFENG MINHE DEER PRODUCTS CO.,LTD",2023-05-17 ~,뉴질랜드,중국,(주)우성생약,
2023-05-23,2023,5,23,HwaYong Pharm.,Deer velvet (frozen),New Zealand,New Zealand,화용제약,생녹용(냉동),FROZEN DEER HORN,생녹용(냉동),STREAMLANDS EXPORTS NZ LTD,2023-05-10 ~,뉴질랜드,뉴질랜드,화용제약,
2023-05-08,2023,5,8,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,2023-03-04 ~,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-04-25,2023,4,25,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-04-25,2023,4,25,Eryong Pharm.,Deer velvet (dried),New Zealand,China,주식회사 이룡제약,녹용,DEER HORN,녹용(건조),"DALIAN F.T.Z MINGWEI INDUTRY TRADE CO.,LTD",2023-03-29 ~,뉴질랜드,중국,주식회사 이룡제약,
2023-04-25,2023,4,25,Daeho Pharm.,Deer velvet (dried),New Zealand,China,대호제약주식회사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",2023-04-09 ~,뉴질랜드,중국,대호제약주식회사,
2023-04-11,2023,4,11,Onnuri Bio,Deer velvet (frozen),New Zealand,New Zealand,(주)온누리바이오생약,녹용,FROZEN DEER HORN,생녹용(냉동),STREAMLANDS EXPORTS NZ LTD,2023-03-28 ~,뉴질랜드,뉴질랜드,(주)온누리바이오생약,
2023-04-11,2023,4,11,K&C,Deer velvet (dried),New Zealand,China,케이앤씨(K&C),건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),"XIFENG MINHE DEER PRODUCTS CO.,LTD",2023-03-26 ~,뉴질랜드,중국,케이앤씨(K&C),
2023-04-11,2023,4,11,Bio Dot (Han Dong Herb),Deer velvet (frozen),New Zealand,New Zealand,(주)바이오닷,생녹용,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),C K IMPORT EXPORT CO (NZ) LTD,2023-02-16 ~,뉴질랜드,뉴질랜드,(주)바이오닷,
2023-04-04,2023,4,4,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,2023-03-09 ~,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-04-04,2023,4,4,HwaYong Pharm.,Deer velvet (frozen),New Zealand,New Zealand,화용제약,생녹용(냉동),FROZEN DEER HORN,생녹용(냉동),STREAMLANDS EXPORTS NZ LTD,2023-03-21 ~,뉴질랜드,뉴질랜드,화용제약,
2023-04-04,2023,4,4,YW International,Deer velvet (frozen),New Zealand,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),생녹용(냉동),PROVELCO CO OPERATIVE LTD,,뉴질랜드,뉴질랜드,와이더블유 인터내셔날,
2023-03-30,2023,3,30,YW International,Deer velvet (frozen),New Zealand,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),생녹용(냉동),TASMAN VELVETPROCESSORS LTD,,뉴질랜드,뉴질랜드,와이더블유 인터내셔날,
2023-03-28,2023,3,28,Chunho N Care,Deer velvet (dried),New Zealand,New Zealand,(주)천호엔케어,녹용,DEER HORN,녹용(건조),STREAMLANDS EXPORTS NZ LTD,2023-03-06 ~,뉴질랜드,뉴질랜드,(주)천호엔케어,
2023-03-24,2023,3,24,Siwon Pharmaceutical,Deer velvet (frozen),New Zealand,New Zealand,(주)시원생약,생녹용,FROZEN DEER HORN,생녹용(냉동),ALPINE DEER NZLP,2023-03-06 ~,뉴질랜드,뉴질랜드,(주)시원생약,
2023-03-21,2023,3,21,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-03-13,2023,3,13,Onnuri Bio,Deer velvet (dried),Russia,Russia,(주)온누리바이오생약,녹용,DEER HORN,녹용(건조),LTD TEN-EXPORT,2023-02-15 ~,러시아,러시아,(주)온누리바이오생약,
2023-03-07,2023,3,7,YW International,Deer velvet (frozen),New Zealand,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET (WHOLE),생녹용(냉동),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,와이더블유 인터내셔날,
2023-02-28,2023,2,28,YW International,Deer velvet (frozen),New Zealand,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN WHOLE DEER VELVET ANTLER,생녹용(냉동),ROKLAND CORPORATION LIMITED,,뉴질랜드,뉴질랜드,와이더블유 인터내셔날,
2023-02-28,2023,2,28,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,2023-02-07 ~,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-02-28,2023,2,28,HwaYong Pharm.,Deer velvet (frozen),New Zealand,New Zealand,화용제약,생녹용(냉동),FROZEN DEER HORN,생녹용(냉동),STREAMLANDS EXPORTS NZ LTD,2023-02-13 ~,뉴질랜드,뉴질랜드,화용제약,
2023-02-17,2023,2,17,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-02-08,2023,2,8,YW International,Deer velvet (frozen),New Zealand,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),생녹용(냉동),TASMAN VELVETPROCESSORS LTD,,뉴질랜드,뉴질랜드,와이더블유 인터내셔날,
2023-02-03,2023,2,3,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,2023-01-11 ~,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-02-03,2023,2,3,Heungsoo Nogyong,Deer velvet (dried),Russia,Russia,흥수녹용,녹용(건조),DEER HORNS VELVET ANTLER,녹용(건조),KARYAKINA A.F,,러시아,러시아,흥수녹용,
2023-01-31,2023,1,31,KNC Deertrade,Deer velvet (frozen),New Zealand,New Zealand,(주)케이앤씨디어트레이드,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,생녹용(냉동),TSENGS ENTERPRISES (N.Z.) LIMITED,2022-12-22 ~,뉴질랜드,뉴질랜드,(주)케이앤씨디어트레이드,
2023-01-25,2023,1,25,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2023-01-25,2023,1,25,Ee Room Pharm.,Deer velvet (dried),New Zealand,China,(주)이룸제약법인,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",2023-01-04 ~,뉴질랜드,중국,(주)이룸제약법인,
2023-01-17,2023,1,17,Ee Room Pharm.,Deer velvet (dried),New Zealand,China,(주)이룸제약법인,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",2023-01-04 ~,뉴질랜드,중국,(주)이룸제약법인,
2023-01-10,2023,1,10,YW International,Deer velvet (frozen),New Zealand,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),생녹용(냉동),TASMAN VELVETPROCESSORS LTD,,뉴질랜드,뉴질랜드,와이더블유 인터내셔날,
2023-01-03,2023,1,3,HwaYong Pharm.,Deer velvet (frozen),New Zealand,New Zealand,화용제약,생녹용(냉동),FROZEN DEER HORN,생녹용(냉동),STREAMLANDS EXPORTS NZ LTD,2022-12-16 ~,뉴질랜드,뉴질랜드,화용제약,
2022-12-21,2022,12,21,Yujin Trade,Deer velvet (dried),Russia,Russia,유진통상,건조녹용,DEER HORN,녹용(건조),OOOEXPO PANT,,러시아,러시아,유진통상,
2022-12-21,2022,12,21,Yujin Trade,Deer velvet (dried),New Zealand,China,유진통상,건조녹용,DRIED REDDEER VELVET ANTLER,녹용(건조),"DALIAN CHANG LU DEER INDUSTRY CO., LTD",2022-11-30 ~,뉴질랜드,중국,유진통상,
2022-12-21,2022,12,21,Onnuri Bio,Deer velvet (frozen),New Zealand,New Zealand,(주)온누리바이오생약,녹용,DEER HORN,녹용(냉동),PROVELCO CO OPERATIVE LTD,2022-12-05 ~,뉴질랜드,뉴질랜드,(주)온누리바이오생약,
2022-12-15,2022,12,15,KNC Deertrade,Deer velvet (frozen),New Zealand,New Zealand,(주)케이앤씨디어트레이드,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,생녹용(냉동),CK IMPORT EXPORT CO.(NZ) LTD,2022-12-08 ~,뉴질랜드,뉴질랜드,(주)케이앤씨디어트레이드,
2022-12-13,2022,12,13,Bio Dot (Han Dong Herb),Deer velvet (frozen),New Zealand,New Zealand,(주)바이오닷,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,생녹용(냉동),CK IMPORT EXPORT CO.(NZ) LTD,2022-12-07 ~,뉴질랜드,뉴질랜드,(주)바이오닷,
2022-12-13,2022,12,13,HwaYong Pharm.,Deer velvet (frozen),New Zealand,New Zealand,화용제약,생녹용(냉동),FROZEN DEER HORN,생녹용(냉동),STREAMLANDS EXPORTS NZ LTD,2022-12-01 ~,뉴질랜드,뉴질랜드,화용제약,
2022-12-13,2022,12,13,Ilseong Food,Deer velvet (dried),New Zealand,China,일성식품,녹용,DEER HORN,녹용(건조),"DALIAN F.T.Z MINGWEI INDUSTRY TRADE CO.,LTD",2022-11-16 ~,뉴질랜드,중국,일성식품,
2022-12-07,2022,12,7,JoEun Pharm,Deer velvet (dried),Russia,Russia,조은생약,녹용,DEER HORN,녹용(건조),"UIMON CO.,LTD",2022-10-24 ~,러시아,러시아,조은생약,
2022-11-21,2022,11,21,Onnuri Bio,Deer velvet (dried),New Zealand,China,(주)온누리바이오생약,녹용,DEER HORN,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",2022-10-18 ~,뉴질랜드,중국,(주)온누리바이오생약,
2022-11-21,2022,11,21,Eryong Pharm.,Deer velvet (dried),New Zealand,China,주식회사 이룡제약,녹용,DEER HORN,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",2022-11-02 ~,뉴질랜드,중국,주식회사 이룡제약,
2022-11-03,2022,11,3,DaeWon RTD,Deer velvet (dried),Russia,Russia,(주)대원알디티,녹용(건조),DEER HORNS VELVET ANTLER,녹용(건조),SPK ABAISKI,,러시아,러시아,(주)대원알디티,
2022-11-03,2022,11,3,SamBo (Mr. Kang in Busan),Deer velvet (dried),New Zealand,New Zealand,삼보제약,녹용(건조),DRIED RED DEER VELVET ANTLER (WHOLE),녹용(건조),UB BIO LIMITED,2022-10-14 ~,뉴질랜드,뉴질랜드,삼보제약,
